Cell type	PC	Clinical parameter	Effect size	Standard error	Pvalue	FDR
Int Mono	PC6	serological	-0.54	0.23	0.02	0.41
Int Mono	PC6	HCQ	-0.15	0.24	0.52	0.92
Int Mono	PC6	MMF	0.39	0.26	0.14	0.72
Int Mono	PC6	TAC	-0.36	0.28	0.2	0.79
Int Mono	PC7	InactivevsHC	-0.41	0.22	0.061	0.57
Int Mono	PC7	LDAvsInactive	0.15	0.26	0.55	0.93
Int Mono	PC7	MDAvsInactive	0.14	0.35	0.7	0.96
Int Mono	PC7	HDAvsInactive	0.68	0.34	0.049	0.54
Int Mono	PC7	constitutional	0.28	0.34	0.42	0.89
Int Mono	PC7	mucocutaneous	0.14	0.25	0.58	0.94
Int Mono	PC7	musculoskeletal	-0.052	0.27	0.85	0.99
Int Mono	PC7	renal	0.34	0.25	0.17	0.75
Int Mono	PC7	extrarenal	0.39	0.35	0.28	0.83
Int Mono	PC7	hematological	-0.38	0.32	0.24	0.82
Int Mono	PC7	serological	0.19	0.22	0.38	0.88
Int Mono	PC7	HCQ	0.067	0.22	0.76	0.98
Int Mono	PC7	MMF	-0.059	0.25	0.81	0.99
Int Mono	PC7	TAC	0.19	0.26	0.48	0.92
NC Mono	PC1	InactivevsHC	0.77	0.17	1.8e-05	0.0039
NC Mono	PC1	LDAvsInactive	-0.11	0.22	0.64	0.95
NC Mono	PC1	MDAvsInactive	0.4	0.28	0.15	0.73
NC Mono	PC1	HDAvsInactive	0.91	0.26	0.00086	0.077
NC Mono	PC1	constitutional	0.22	0.27	0.42	0.9
NC Mono	PC1	mucocutaneous	0.55	0.2	0.007	0.26
NC Mono	PC1	musculoskeletal	0.25	0.22	0.26	0.82
NC Mono	PC1	renal	0.012	0.2	0.95	  1
NC Mono	PC1	extrarenal	0.19	0.28	0.49	0.92
NC Mono	PC1	hematological	0.33	0.26	0.2	0.79
NC Mono	PC1	serological	0.15	0.17	0.39	0.88
NC Mono	PC1	HCQ	-0.0048	0.18	0.98	  1
NC Mono	PC1	MMF	-0.11	0.2	0.59	0.94
NC Mono	PC1	TAC	0.12	0.22	0.59	0.94
NC Mono	PC2	InactivevsHC	0.53	0.22	0.016	0.38
NC Mono	PC2	LDAvsInactive	0.12	0.24	0.63	0.95
NC Mono	PC2	MDAvsInactive	0.44	0.24	0.069	0.59
NC Mono	PC2	HDAvsInactive	1.1	0.22	7.6e-06	0.0021
NC Mono	PC2	constitutional	0.18	0.26	0.49	0.92
NC Mono	PC2	mucocutaneous	-0.12	0.19	0.53	0.92
NC Mono	PC2	musculoskeletal	0.4	0.2	0.05	0.54
NC Mono	PC2	renal	0.7	0.19	0.00029	0.035
NC Mono	PC2	extrarenal	0.61	0.27	0.025	0.43
NC Mono	PC2	hematological	-0.063	0.24	0.79	0.98
NC Mono	PC2	serological	0.16	0.16	0.33	0.86
NC Mono	PC2	HCQ	-0.028	0.17	0.87	0.99
NC Mono	PC2	MMF	0.00072	0.19	  1	  1
NC Mono	PC2	TAC	0.3	0.2	0.13	0.71
NC Mono	PC3	InactivevsHC	0.11	0.22	0.63	0.95
NC Mono	PC3	LDAvsInactive	0.13	0.27	0.64	0.95
NC Mono	PC3	MDAvsInactive	0.42	0.29	0.16	0.74
NC Mono	PC3	HDAvsInactive	0.45	0.27	0.1	0.65
NC Mono	PC3	constitutional	-0.26	0.33	0.44	0.9
NC Mono	PC3	mucocutaneous	0.16	0.24	0.5	0.92
NC Mono	PC3	musculoskeletal	0.017	0.26	0.95	  1
NC Mono	PC3	renal	0.45	0.24	0.06	0.57
NC Mono	PC3	extrarenal	-0.073	0.34	0.83	0.99
NC Mono	PC3	hematological	0.021	0.31	0.95	  1
NC Mono	PC3	serological	-0.14	0.21	0.51	0.92
NC Mono	PC3	HCQ	0.13	0.21	0.54	0.93
NC Mono	PC3	MMF	0.04	0.24	0.86	0.99
NC Mono	PC3	TAC	-0.071	0.25	0.78	0.98
NC Mono	PC4	InactivevsHC	0.27	0.22	0.22	0.8
NC Mono	PC4	LDAvsInactive	0.35	0.22	0.11	0.66
NC Mono	PC4	MDAvsInactive	-0.1	0.32	0.75	0.98
NC Mono	PC4	HDAvsInactive	0.24	0.26	0.35	0.87
NC Mono	PC4	constitutional	0.6	0.31	0.055	0.56
NC Mono	PC4	mucocutaneous	-0.18	0.23	0.43	0.9
NC Mono	PC4	musculoskeletal	-0.11	0.24	0.66	0.96
NC Mono	PC4	renal	-0.00084	0.22	  1	  1
NC Mono	PC4	extrarenal	0.18	0.32	0.56	0.94
NC Mono	PC4	hematological	0.081	0.29	0.78	0.98
NC Mono	PC4	serological	0.034	0.2	0.86	0.99
NC Mono	PC4	HCQ	-0.19	0.2	0.34	0.86
NC Mono	PC4	MMF	0.1	0.22	0.65	0.95
NC Mono	PC4	TAC	-0.46	0.24	0.054	0.56
NC Mono	PC5	InactivevsHC	-0.067	0.19	0.72	0.97
NC Mono	PC5	LDAvsInactive	-0.17	0.26	0.52	0.92
NC Mono	PC5	MDAvsInactive	-0.43	0.31	0.17	0.75
NC Mono	PC5	HDAvsInactive	0.37	0.33	0.27	0.83
NC Mono	PC5	constitutional	-0.16	0.35	0.64	0.95
NC Mono	PC5	mucocutaneous	0.077	0.26	0.76	0.98
NC Mono	PC5	musculoskeletal	-0.17	0.28	0.54	0.93
NC Mono	PC5	renal	0.0034	0.25	0.99	  1
NC Mono	PC5	extrarenal	0.87	0.36	0.017	0.39
NC Mono	PC5	hematological	-0.29	0.33	0.38	0.88
NC Mono	PC5	serological	-0.083	0.22	0.71	0.97
NC Mono	PC5	HCQ	-0.054	0.23	0.81	0.99
NC Mono	PC5	MMF	-0.013	0.25	0.96	  1
NC Mono	PC5	TAC	0.5	0.27	0.068	0.59
NC Mono	PC6	InactivevsHC	0.55	0.14	0.00016	0.023
NC Mono	PC6	LDAvsInactive	0.36	0.32	0.27	0.83
NC Mono	PC6	MDAvsInactive	-0.47	0.3	0.12	0.68
NC Mono	PC6	HDAvsInactive	-0.83	0.31	0.0097	0.3
NC Mono	PC6	constitutional	-0.67	0.35	0.06	0.57
NC Mono	PC6	mucocutaneous	0.14	0.26	0.6	0.94
NC Mono	PC6	musculoskeletal	-0.83	0.28	0.0038	0.19
NC Mono	PC6	renal	-0.032	0.26	0.9	0.99
NC Mono	PC6	extrarenal	-0.2	0.36	0.59	0.94
NC Mono	PC6	hematological	-0.48	0.33	0.15	0.73
NC Mono	PC6	serological	0.31	0.23	0.18	0.76
NC Mono	PC6	HCQ	0.038	0.23	0.87	0.99
NC Mono	PC6	MMF	0.026	0.26	0.92	  1
NC Mono	PC6	TAC	0.17	0.28	0.55	0.93
NC Mono	PC7	InactivevsHC	0.35	0.21	0.094	0.64
NC Mono	PC7	LDAvsInactive	0.059	0.26	0.82	0.99
NC Mono	PC7	MDAvsInactive	-0.072	0.31	0.82	0.99
NC Mono	PC7	HDAvsInactive	-0.27	0.32	0.4	0.89
NC Mono	PC7	constitutional	-0.26	0.33	0.43	0.9
NC Mono	PC7	mucocutaneous	-0.19	0.24	0.44	0.9
NC Mono	PC7	musculoskeletal	0.24	0.26	0.35	0.87
NC Mono	PC7	renal	-0.16	0.24	0.51	0.92
NC Mono	PC7	extrarenal	-0.2	0.34	0.56	0.94
NC Mono	PC7	hematological	0.41	0.31	0.19	0.77
NC Mono	PC7	serological	-0.17	0.21	0.43	0.9
NC Mono	PC7	HCQ	-0.16	0.22	0.46	0.91
NC Mono	PC7	MMF	0.13	0.24	0.61	0.95
NC Mono	PC7	TAC	-0.18	0.26	0.5	0.92
mDC	PC1	InactivevsHC	  1	0.15	2.9e-10	2.5e-07
mDC	PC1	LDAvsInactive	-0.1	0.22	0.65	0.95
mDC	PC1	MDAvsInactive	0.32	0.22	0.16	0.74
mDC	PC1	HDAvsInactive	0.75	0.24	0.0028	0.15
mDC	PC1	constitutional	0.2	0.25	0.44	0.9
mDC	PC1	mucocutaneous	0.16	0.19	0.4	0.89
mDC	PC1	musculoskeletal	0.34	0.2	0.1	0.65
mDC	PC1	renal	0.27	0.19	0.15	0.73
mDC	PC1	extrarenal	0.28	0.27	0.29	0.83
mDC	PC1	hematological	0.32	0.24	0.19	0.77
mDC	PC1	serological	0.17	0.16	0.31	0.85
mDC	PC1	HCQ	-0.023	0.17	0.89	0.99
mDC	PC1	MMF	-0.14	0.19	0.45	0.91
mDC	PC1	TAC	0.072	0.2	0.72	0.97
mDC	PC2	InactivevsHC	0.27	0.25	0.29	0.83
mDC	PC2	LDAvsInactive	0.21	0.25	0.4	0.89
mDC	PC2	MDAvsInactive	0.24	0.26	0.36	0.88
mDC	PC2	HDAvsInactive	0.65	0.27	0.019	0.41
mDC	PC2	constitutional	0.2	0.27	0.46	0.91
mDC	PC2	mucocutaneous	0.093	0.2	0.65	0.95
mDC	PC2	musculoskeletal	0.17	0.22	0.43	0.9
mDC	PC2	renal	0.059	0.2	0.77	0.98
mDC	PC2	extrarenal	0.11	0.28	0.69	0.96
mDC	PC2	hematological	0.35	0.26	0.17	0.75
mDC	PC2	serological	0.15	0.18	0.38	0.88
mDC	PC2	HCQ	-0.045	0.18	0.8	0.98
mDC	PC2	MMF	0.022	0.2	0.91	0.99
mDC	PC2	TAC	-0.02	0.21	0.92	  1
mDC	PC3	InactivevsHC	0.19	0.19	0.32	0.85
mDC	PC3	LDAvsInactive	0.26	0.27	0.33	0.86
mDC	PC3	MDAvsInactive	0.52	0.31	0.1	0.66
mDC	PC3	HDAvsInactive	0.43	0.4	0.29	0.83
mDC	PC3	constitutional	0.61	0.35	0.083	0.62
mDC	PC3	mucocutaneous	-0.11	0.26	0.67	0.96
mDC	PC3	musculoskeletal	0.26	0.28	0.36	0.88
mDC	PC3	renal	-0.26	0.26	0.32	0.85
mDC	PC3	extrarenal	0.25	0.37	0.49	0.92
mDC	PC3	hematological	0.079	0.33	0.81	0.99
mDC	PC3	serological	0.017	0.23	0.94	  1
mDC	PC3	HCQ	-0.28	0.23	0.23	0.8
mDC	PC3	MMF	0.18	0.26	0.49	0.92
mDC	PC3	TAC	-0.3	0.28	0.29	0.83
mDC	PC4	InactivevsHC	-0.05	0.2	0.8	0.99
mDC	PC4	LDAvsInactive	0.66	0.26	0.013	0.35
mDC	PC4	MDAvsInactive	0.46	0.26	0.082	0.62
mDC	PC4	HDAvsInactive	0.74	0.31	0.022	0.42
mDC	PC4	constitutional	-0.015	0.31	0.96	  1
mDC	PC4	mucocutaneous	0.54	0.23	0.024	0.43
mDC	PC4	musculoskeletal	-0.45	0.25	0.077	0.6
mDC	PC4	renal	0.62	0.23	0.0078	0.27
mDC	PC4	extrarenal	-0.07	0.33	0.83	0.99
mDC	PC4	hematological	-0.31	0.3	0.3	0.84
mDC	PC4	serological	0.16	0.2	0.43	0.9
mDC	PC4	HCQ	-0.016	0.21	0.94	  1
mDC	PC4	MMF	0.1	0.24	0.68	0.96
mDC	PC4	TAC	0.061	0.25	0.81	0.99
mDC	PC5	InactivevsHC	-0.039	0.22	0.86	0.99
mDC	PC5	LDAvsInactive	-0.24	0.27	0.37	0.88
mDC	PC5	MDAvsInactive	0.75	0.26	0.0054	0.23
mDC	PC5	HDAvsInactive	0.6	0.26	0.026	0.44
mDC	PC5	constitutional	0.058	0.3	0.85	0.99
mDC	PC5	mucocutaneous	0.13	0.23	0.57	0.94
mDC	PC5	musculoskeletal	0.73	0.25	0.0038	0.19
mDC	PC5	renal	0.57	0.23	0.014	0.35
mDC	PC5	extrarenal	-0.12	0.32	0.72	0.97
mDC	PC5	hematological	-0.04	0.29	0.89	0.99
mDC	PC5	serological	-0.22	0.2	0.27	0.83
mDC	PC5	HCQ	0.015	0.2	0.94	  1
mDC	PC5	MMF	-0.037	0.23	0.87	0.99
mDC	PC5	TAC	0.39	0.24	0.11	0.66
mDC	PC6	InactivevsHC	-0.49	0.18	0.0066	0.25
mDC	PC6	LDAvsInactive	-0.15	0.27	0.58	0.94
mDC	PC6	MDAvsInactive	0.16	0.23	0.49	0.92
mDC	PC6	HDAvsInactive	  1	0.28	0.0006	0.06
mDC	PC6	constitutional	0.7	0.3	0.024	0.43
mDC	PC6	mucocutaneous	-0.19	0.23	0.42	0.9
mDC	PC6	musculoskeletal	0.22	0.25	0.38	0.88
mDC	PC6	renal	0.71	0.23	0.0024	0.14
mDC	PC6	extrarenal	0.48	0.32	0.14	0.72
mDC	PC6	hematological	0.31	0.29	0.29	0.83
mDC	PC6	serological	-0.24	0.2	0.23	0.8
mDC	PC6	HCQ	0.1	0.2	0.62	0.95
mDC	PC6	MMF	-0.25	0.23	0.27	0.83
mDC	PC6	TAC	-0.12	0.24	0.62	0.95
mDC	PC7	InactivevsHC	0.48	0.22	0.03	0.46
mDC	PC7	LDAvsInactive	-0.087	0.24	0.72	0.97
mDC	PC7	MDAvsInactive	-0.056	0.27	0.84	0.99
mDC	PC7	HDAvsInactive	-0.44	0.34	0.21	0.79
mDC	PC7	constitutional	-0.23	0.3	0.46	0.91
mDC	PC7	mucocutaneous	0.042	0.23	0.86	0.99
mDC	PC7	musculoskeletal	-0.25	0.25	0.31	0.85
mDC	PC7	renal	0.062	0.23	0.78	0.98
mDC	PC7	extrarenal	-0.055	0.32	0.86	0.99
mDC	PC7	hematological	-0.64	0.29	0.03	0.46
mDC	PC7	serological	-0.056	0.2	0.78	0.98
mDC	PC7	HCQ	0.071	0.2	0.73	0.97
mDC	PC7	MMF	0.13	0.23	0.58	0.94
mDC	PC7	TAC	0.11	0.24	0.65	0.95
pDC	PC1	InactivevsHC	0.54	0.2	0.0084	0.28
pDC	PC1	LDAvsInactive	-0.31	0.26	0.24	0.82
pDC	PC1	MDAvsInactive	0.26	0.25	0.31	0.85
pDC	PC1	HDAvsInactive	0.71	0.24	0.0052	0.23
pDC	PC1	constitutional	0.45	0.28	0.12	0.68
pDC	PC1	mucocutaneous	-0.034	0.21	0.88	0.99
pDC	PC1	musculoskeletal	0.46	0.23	0.049	0.54
pDC	PC1	renal	0.18	0.21	0.4	0.89
pDC	PC1	extrarenal	0.62	0.3	0.038	0.49
pDC	PC1	hematological	0.41	0.27	0.13	0.71
pDC	PC1	serological	-0.025	0.18	0.89	0.99
pDC	PC1	HCQ	0.29	0.19	0.14	0.72
pDC	PC1	MMF	-0.052	0.22	0.81	0.99
pDC	PC1	TAC	0.16	0.23	0.48	0.92
pDC	PC2	InactivevsHC	0.7	0.18	0.00012	0.018
pDC	PC2	LDAvsInactive	0.083	0.24	0.73	0.97
pDC	PC2	MDAvsInactive	0.25	0.23	0.28	0.83
pDC	PC2	HDAvsInactive	0.76	0.24	0.0029	0.16
pDC	PC2	constitutional	-0.032	0.27	0.91	0.99
pDC	PC2	mucocutaneous	0.32	0.2	0.12	0.68
pDC	PC2	musculoskeletal	0.2	0.22	0.35	0.87
pDC	PC2	renal	0.23	0.2	0.25	0.82
pDC	PC2	extrarenal	0.11	0.28	0.69	0.96
pDC	PC2	hematological	0.12	0.26	0.64	0.95
pDC	PC2	serological	0.17	0.18	0.33	0.86
pDC	PC2	HCQ	-0.044	0.18	0.8	0.99
pDC	PC2	MMF	-0.24	0.2	0.23	0.8
pDC	PC2	TAC	-0.1	0.21	0.64	0.95
pDC	PC3	InactivevsHC	0.19	0.21	0.36	0.87
pDC	PC3	LDAvsInactive	0.44	0.23	0.059	0.57
pDC	PC3	MDAvsInactive	0.88	0.25	0.0009	0.079
pDC	PC3	HDAvsInactive	  1	0.26	0.00041	0.046
pDC	PC3	constitutional	-0.13	0.29	0.66	0.96
pDC	PC3	mucocutaneous	0.17	0.22	0.43	0.9
pDC	PC3	musculoskeletal	0.28	0.23	0.23	0.8
pDC	PC3	renal	0.73	0.21	0.00095	0.081
pDC	PC3	extrarenal	-0.13	0.3	0.67	0.96
pDC	PC3	hematological	-0.077	0.28	0.78	0.98
pDC	PC3	serological	0.13	0.19	0.48	0.92
pDC	PC3	HCQ	-0.23	0.19	0.22	0.8
pDC	PC3	MMF	0.17	0.21	0.41	0.89
pDC	PC3	TAC	0.4	0.23	0.075	0.6
pDC	PC4	InactivevsHC	0.28	0.22	0.2	0.79
pDC	PC4	LDAvsInactive	0.17	0.24	0.47	0.91
pDC	PC4	MDAvsInactive	0.22	0.29	0.45	0.91
pDC	PC4	HDAvsInactive	0.28	0.3	0.37	0.88
pDC	PC4	constitutional	0.96	0.29	0.0013	0.1
pDC	PC4	mucocutaneous	0.065	0.22	0.77	0.98
pDC	PC4	musculoskeletal	-0.29	0.24	0.22	0.8
pDC	PC4	renal	-0.15	0.22	0.51	0.92
pDC	PC4	extrarenal	0.07	0.31	0.82	0.99
pDC	PC4	hematological	0.23	0.28	0.41	0.89
pDC	PC4	serological	-0.073	0.19	0.7	0.97
pDC	PC4	HCQ	0.0077	0.2	0.97	  1
pDC	PC4	MMF	0.054	0.23	0.82	0.99
pDC	PC4	TAC	-0.26	0.24	0.28	0.83
pDC	PC5	InactivevsHC	0.83	0.17	4.5e-06	0.0013
pDC	PC5	LDAvsInactive	0.011	0.29	0.97	  1
pDC	PC5	MDAvsInactive	-0.52	0.27	0.059	0.57
pDC	PC5	HDAvsInactive	-0.64	0.32	0.053	0.55
pDC	PC5	constitutional	-0.25	0.33	0.45	0.91
pDC	PC5	mucocutaneous	0.042	0.25	0.87	0.99
pDC	PC5	musculoskeletal	-0.4	0.27	0.14	0.71
pDC	PC5	renal	-0.17	0.25	0.49	0.92
pDC	PC5	extrarenal	-0.14	0.35	0.68	0.96
pDC	PC5	hematological	-0.22	0.32	0.49	0.92
pDC	PC5	serological	0.062	0.22	0.77	0.98
pDC	PC5	HCQ	-0.0069	0.22	0.97	  1
pDC	PC5	MMF	-0.18	0.24	0.47	0.91
pDC	PC5	TAC	0.28	0.26	0.28	0.83
pDC	PC6	InactivevsHC	0.51	0.2	0.015	0.37
pDC	PC6	LDAvsInactive	-0.27	0.23	0.25	0.82
pDC	PC6	MDAvsInactive	-0.23	0.32	0.47	0.91
pDC	PC6	HDAvsInactive	-0.16	0.28	0.58	0.94
pDC	PC6	constitutional	-0.036	0.29	0.9	0.99
pDC	PC6	mucocutaneous	-0.25	0.22	0.27	0.83
pDC	PC6	musculoskeletal	0.21	0.23	0.37	0.88
pDC	PC6	renal	-0.21	0.21	0.33	0.86
pDC	PC6	extrarenal	0.097	0.3	0.75	0.98
pDC	PC6	hematological	0.3	0.28	0.28	0.83
pDC	PC6	serological	-0.15	0.19	0.43	0.9
pDC	PC6	HCQ	-0.56	0.19	0.0045	0.21
pDC	PC6	MMF	0.15	0.22	0.49	0.92
pDC	PC6	TAC	-0.37	0.23	0.11	0.66
pDC	PC7	InactivevsHC	0.5	0.22	0.023	0.43
pDC	PC7	LDAvsInactive	0.0027	0.28	0.99	  1
pDC	PC7	MDAvsInactive	-0.3	0.31	0.34	0.87
pDC	PC7	HDAvsInactive	-0.66	0.34	0.061	0.57
pDC	PC7	constitutional	-0.33	0.32	0.3	0.84
pDC	PC7	mucocutaneous	0.35	0.24	0.15	0.73
pDC	PC7	musculoskeletal	-0.39	0.26	0.13	0.71
pDC	PC7	renal	-0.084	0.24	0.73	0.97
pDC	PC7	extrarenal	-0.33	0.34	0.33	0.86
pDC	PC7	hematological	-0.38	0.31	0.22	0.8
pDC	PC7	serological	0.00068	0.21	  1	  1
pDC	PC7	HCQ	-0.0032	0.21	0.99	  1
pDC	PC7	MMF	0.33	0.24	0.17	0.75
pDC	PC7	TAC	0.096	0.25	0.71	0.97
Neu	PC1	InactivevsHC	1.1	0.12	1.9e-15	7.3e-12
Neu	PC1	LDAvsInactive	0.038	0.19	0.84	0.99
Neu	PC1	MDAvsInactive	0.73	0.17	7.8e-05	0.012
Neu	PC1	HDAvsInactive	1.2	0.17	1e-08	5.2e-06
Neu	PC1	constitutional	0.22	0.2	0.28	0.83
Neu	PC1	mucocutaneous	0.26	0.15	0.093	0.64
Neu	PC1	musculoskeletal	0.39	0.16	0.013	0.35
Neu	PC1	renal	0.55	0.15	0.00032	0.037
Neu	PC1	extrarenal	0.33	0.21	0.12	0.69
Neu	PC1	hematological	0.059	0.19	0.76	0.98
Neu	PC1	serological	0.11	0.13	0.39	0.89
Neu	PC1	HCQ	0.18	0.13	0.16	0.74
Neu	PC1	MMF	-0.029	0.14	0.84	0.99
Neu	PC1	TAC	0.093	0.15	0.55	0.93
Neu	PC2	InactivevsHC	-0.24	0.19	0.21	0.79
Neu	PC2	LDAvsInactive	-0.068	0.24	0.78	0.98
Neu	PC2	MDAvsInactive	0.37	0.27	0.17	0.75
Neu	PC2	HDAvsInactive	0.73	0.27	0.0099	0.31
Neu	PC2	constitutional	0.5	0.31	0.11	0.66
Neu	PC2	mucocutaneous	0.25	0.23	0.27	0.83
Neu	PC2	musculoskeletal	0.15	0.24	0.52	0.92
Neu	PC2	renal	0.35	0.22	0.12	0.7
Neu	PC2	extrarenal	0.14	0.32	0.65	0.95
Neu	PC2	hematological	0.47	0.29	0.11	0.66
Neu	PC2	serological	-0.027	0.2	0.89	0.99
Neu	PC2	HCQ	-0.43	0.21	0.038	0.49
Neu	PC2	MMF	-0.24	0.24	0.32	0.85
Neu	PC2	TAC	0.038	0.25	0.88	0.99
Neu	PC3	InactivevsHC	0.23	0.19	0.24	0.81
Neu	PC3	LDAvsInactive	-0.3	0.21	0.16	0.74
Neu	PC3	MDAvsInactive	-0.45	0.41	0.28	0.83
Neu	PC3	HDAvsInactive	0.2	0.26	0.44	0.9
Neu	PC3	constitutional	0.3	0.35	0.39	0.88
Neu	PC3	mucocutaneous	0.3	0.26	0.25	0.82
Neu	PC3	musculoskeletal	0.014	0.27	0.96	  1
Neu	PC3	renal	-0.051	0.25	0.84	0.99
Neu	PC3	extrarenal	0.46	0.36	0.2	0.79
Neu	PC3	hematological	0.32	0.33	0.32	0.85
Neu	PC3	serological	-0.19	0.22	0.4	0.89
Neu	PC3	HCQ	0.079	0.23	0.73	0.97
Neu	PC3	MMF	0.41	0.26	0.12	0.69
Neu	PC3	TAC	0.19	0.28	0.5	0.92
Neu	PC4	InactivevsHC	0.3	0.2	0.14	0.72
Neu	PC4	LDAvsInactive	0.64	0.3	0.037	0.49
Neu	PC4	MDAvsInactive	-0.18	0.33	0.58	0.94
Neu	PC4	HDAvsInactive	-0.24	0.28	0.39	0.89
Neu	PC4	constitutional	-0.39	0.35	0.26	0.82
Neu	PC4	mucocutaneous	-0.082	0.26	0.75	0.98
Neu	PC4	musculoskeletal	-0.51	0.27	0.063	0.58
Neu	PC4	renal	-0.42	0.25	0.1	0.65
Neu	PC4	extrarenal	0.11	0.36	0.77	0.98
Neu	PC4	hematological	0.39	0.33	0.24	0.81
Neu	PC4	serological	0.41	0.22	0.071	0.6
Neu	PC4	HCQ	-0.44	0.22	0.05	0.54
Neu	PC4	MMF	0.0027	0.26	0.99	  1
Neu	PC4	TAC	0.022	0.27	0.94	  1
Neu	PC5	InactivevsHC	0.23	0.22	0.31	0.85
Neu	PC5	LDAvsInactive	-0.24	0.28	0.38	0.88
Neu	PC5	MDAvsInactive	-0.2	0.37	0.59	0.94
Neu	PC5	HDAvsInactive	0.016	0.29	0.96	  1
Neu	PC5	constitutional	-0.024	0.34	0.94	  1
Neu	PC5	mucocutaneous	0.11	0.25	0.66	0.96
Neu	PC5	musculoskeletal	-0.056	0.26	0.83	0.99
Neu	PC5	renal	0.14	0.25	0.57	0.94
Neu	PC5	extrarenal	0.24	0.35	0.49	0.92
Neu	PC5	hematological	-0.021	0.32	0.95	  1
Neu	PC5	serological	-0.16	0.22	0.46	0.91
Neu	PC5	HCQ	-0.031	0.22	0.89	0.99
Neu	PC5	MMF	0.39	0.25	0.12	0.69
Neu	PC5	TAC	0.4	0.27	0.14	0.72
Neu	PC6	InactivevsHC	0.22	0.19	0.26	0.82
Neu	PC6	LDAvsInactive	-0.059	0.28	0.84	0.99
Neu	PC6	MDAvsInactive	0.092	0.3	0.76	0.98
Neu	PC6	HDAvsInactive	-0.28	0.32	0.37	0.88
Neu	PC6	constitutional	0.56	0.34	0.1	0.66
Neu	PC6	mucocutaneous	-0.29	0.25	0.26	0.82
Neu	PC6	musculoskeletal	-0.031	0.26	0.91	0.99
Neu	PC6	renal	-0.0014	0.25	  1	  1
Neu	PC6	extrarenal	-0.28	0.35	0.43	0.9
Neu	PC6	hematological	1.2	0.32	0.00042	0.046
Neu	PC6	serological	-0.24	0.22	0.28	0.83
Neu	PC6	HCQ	-0.27	0.24	0.26	0.82
Neu	PC6	MMF	-0.14	0.27	0.61	0.95
Neu	PC6	TAC	-0.59	0.29	0.045	0.53
Neu	PC7	InactivevsHC	-0.21	0.23	0.35	0.87
Neu	PC7	LDAvsInactive	0.062	0.24	0.79	0.98
Neu	PC7	MDAvsInactive	0.0073	0.32	0.98	  1
Neu	PC7	HDAvsInactive	0.36	0.32	0.27	0.83
Neu	PC7	constitutional	-0.0069	0.31	0.98	  1
Neu	PC7	mucocutaneous	-0.23	0.23	0.31	0.85
Neu	PC7	musculoskeletal	-0.33	0.24	0.17	0.75
Neu	PC7	renal	0.74	0.23	0.0014	0.1
Neu	PC7	extrarenal	0.65	0.32	0.046	0.53
Neu	PC7	hematological	-0.1	0.29	0.73	0.97
Neu	PC7	serological	-0.15	0.2	0.45	0.91
Neu	PC7	HCQ	0.12	0.22	0.58	0.94
Neu	PC7	MMF	-0.19	0.25	0.44	0.9
Neu	PC7	TAC	0.081	0.27	0.76	0.98
LDG	PC1	InactivevsHC	0.85	0.18	8.2e-06	0.0022
LDG	PC1	LDAvsInactive	0.28	0.19	0.15	0.73
LDG	PC1	MDAvsInactive	0.73	0.22	0.0022	0.14
LDG	PC1	HDAvsInactive	0.67	0.26	0.014	0.35
LDG	PC1	constitutional	0.13	0.24	0.59	0.94
LDG	PC1	mucocutaneous	0.11	0.18	0.55	0.93
LDG	PC1	musculoskeletal	-0.047	0.21	0.82	0.99
LDG	PC1	renal	0.5	0.17	0.0054	0.23
LDG	PC1	extrarenal	0.082	0.26	0.75	0.98
LDG	PC1	hematological	0.52	0.24	0.033	0.47
LDG	PC1	serological	0.13	0.17	0.46	0.91
LDG	PC1	HCQ	0.19	0.16	0.22	0.8
LDG	PC1	MMF	-0.19	0.18	0.29	0.83
LDG	PC1	TAC	0.11	0.18	0.54	0.93
LDG	PC2	InactivevsHC	0.5	0.21	0.02	0.41
LDG	PC2	LDAvsInactive	-0.46	0.3	0.14	0.71
LDG	PC2	MDAvsInactive	0.44	0.27	0.1	0.65
LDG	PC2	HDAvsInactive	1.3	0.29	7e-05	0.012
LDG	PC2	constitutional	0.33	0.3	0.28	0.83
LDG	PC2	mucocutaneous	0.37	0.23	0.11	0.67
LDG	PC2	musculoskeletal	0.73	0.27	0.0086	0.29
LDG	PC2	renal	0.68	0.23	0.0035	0.18
LDG	PC2	extrarenal	0.15	0.33	0.66	0.96
LDG	PC2	hematological	0.07	0.31	0.82	0.99
LDG	PC2	serological	-0.32	0.22	0.15	0.73
LDG	PC2	HCQ	0.047	0.2	0.82	0.99
LDG	PC2	MMF	-0.036	0.23	0.87	0.99
LDG	PC2	TAC	-0.13	0.23	0.58	0.94
LDG	PC3	InactivevsHC	0.8	0.21	0.00036	0.04
LDG	PC3	LDAvsInactive	-0.12	0.29	0.68	0.96
LDG	PC3	MDAvsInactive	-0.95	0.33	0.0057	0.24
LDG	PC3	HDAvsInactive	-0.26	0.31	0.4	0.89
LDG	PC3	constitutional	0.052	0.35	0.88	0.99
LDG	PC3	mucocutaneous	-0.22	0.27	0.4	0.89
LDG	PC3	musculoskeletal	-0.06	0.32	0.85	0.99
LDG	PC3	renal	-0.44	0.26	0.091	0.64
LDG	PC3	extrarenal	0.38	0.38	0.32	0.85
LDG	PC3	hematological	-0.17	0.36	0.64	0.95
LDG	PC3	serological	0.29	0.25	0.26	0.82
